,Product Name,Sale & Actual Price,Raview & Rattings,Offer,Camera,Memory,Battery,Display,Ratting Number
0,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
1,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
2,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
3,"Ai+ Pulse (Blue, 64 GB)","₹6,499₹7,99918% off","40,717 Ratings & 2,496 Reviews",18% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3
4,"Ai+ Nova 5G (Black, 128 GB)","₹8,499₹10,99922% off","19,729 Ratings & 1,327 Reviews",22% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1
5,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
6,"Apple iPhone 16 (Black, 128 GB)","₹69,900","1,99,503 Ratings & 6,362 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A18 Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6
7,Jmax NANO,"₹879₹1,49941% off",817 Ratings & 33 Reviews,41% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,800 mAh Battery,1.68 cm (0.66 inch) Display,3.9
8,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
9,"Apple iPhone 17 (Mist Blue, 256 GB)","₹82,900","3,160 Ratings & 196 Reviews",No Offer,48MP + 48MP | 18MP Front Camera,256 GB ROM,"A19 Chip, 6 Core Processor Processor",16.0 cm (6.3 inch) Super Retina XDR Display,4.7
10,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
11,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
12,"Apple iPhone 16 (Ultramarine, 128 GB)","₹69,900","1,99,503 Ratings & 6,362 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A18 Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6
13,"CMF by Nothing Phone 2 Pro (Orange, 128 GB)","₹17,499₹22,99923% off","66,367 Ratings & 4,576 Reviews",23% off,50MP + 50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.2 cm (6.77 inch) Display,4.4
14,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
15,"Ai+ Pulse (Sparkle Red, 64 GB)","₹6,499₹7,99918% off","40,717 Ratings & 2,496 Reviews",18% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3
16,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
17,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
18,"Apple iPhone 17 (Black, 256 GB)","₹82,900","3,160 Ratings & 196 Reviews",No Offer,48MP + 48MP | 18MP Front Camera,256 GB ROM,"A19 Chip, 6 Core Processor Processor",16.0 cm (6.3 inch) Super Retina XDR Display,4.7
19,"Apple iPhone 16 (Pink, 128 GB)","₹69,900","1,99,503 Ratings & 6,362 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A18 Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6
20,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
21,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499₹24,49912% off","4,356 Ratings & 295 Reviews",12% off,50MP + 8MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
22,"POCO C75 5G (Enchanted Green, 64 GB)","₹8,499₹10,99922% off","1,45,506 Ratings & 6,416 Reviews",22% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2
23,"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)","₹14,999₹17,99916% off","6,697 Ratings & 405 Reviews",16% off,50MP + 8MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4
24,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
25,"MOTOROLA g05 (Plum Red, 64 GB)","₹7,299₹9,99927% off","76,103 Ratings & 4,625 Reviews",27% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5100 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.2
26,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
27,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
28,"MOTOROLA g57 power 5G (Pantone Fluidity, 128 GB)","₹14,999₹17,99916% off","6,697 Ratings & 405 Reviews",16% off,50MP + 8MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4
29,"MOTOROLA Edge 60 Fusion 5G (PANTONE Slipstream, 256 GB)","₹22,999₹25,99911% off","1,14,655 Ratings & 5,947 Reviews",11% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
30,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
31,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
32,"vivo T4R 5G (Arctic White, 128 GB)","₹20,999₹23,49910% off","50,909 Ratings & 2,275 Reviews",10% off,50MP (OIS) + 2MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.5
33,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)","₹12,499₹15,99921% off","21,314 Ratings & 1,627 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.4
34,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
35,"MOTOROLA g67 power 5G (Pantone Parachute, 128 GB)","₹16,999₹18,99910% off","5,398 Ratings & 322 Reviews",10% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.4
36,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
37,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
38,"CMF by Nothing Phone 2 Pro (Black, 256 GB)","₹19,499₹24,99922% off","66,367 Ratings & 4,576 Reviews",22% off,50MP + 50MP + 8MP | 16MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.2 cm (6.77 inch) Display,4.4
39,"POCO M7 5G (Ocean Blue, 128 GB)","₹10,999₹13,99921% off","15,459 Ratings & 751 Reviews",21% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3
40,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
41,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹12,499₹15,49919% off","19,738 Ratings & 1,244 Reviews",19% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
42,"Apple iPhone 17 (White, 256 GB)","₹82,900","3,160 Ratings & 196 Reviews",No Offer,48MP + 48MP | 18MP Front Camera,256 GB ROM,"A19 Chip, 6 Core Processor Processor",16.0 cm (6.3 inch) Super Retina XDR Display,4.7
43,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)","₹12,999₹14,99913% off","55,129 Ratings & 1,712 Reviews",13% off,50MP + 2MP | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4
44,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
45,"POCO M7 5G (Satin Black, 128 GB)","₹10,999₹13,99921% off","15,459 Ratings & 751 Reviews",21% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3
46,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
47,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499₹24,49912% off","4,356 Ratings & 295 Reviews",12% off,50MP + 8MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
48,"POCO C75 5G (Aqua Bliss, 128 GB)","₹8,999₹11,49921% off","1,45,506 Ratings & 6,416 Reviews",21% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2
49,"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹12,999₹15,49916% off","6,274 Ratings & 294 Reviews",16% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.3
50,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
51,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
52,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹22,999₹25,99911% off","1,14,655 Ratings & 5,947 Reviews",11% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
53,"MOTOROLA g57 power 5G (Pantone Corsair, 128 GB)","₹14,999₹17,99916% off","6,697 Ratings & 405 Reviews",16% off,50MP + 8MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4
54,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
55,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)","₹24,999₹27,99910% off","45,576 Ratings & 2,370 Reviews",10% off,50MP + 13MP | 32MP Front Camera,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
56,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
57,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
58,"Apple iPhone 16 (Pink, 256 GB)","₹79,900","1,99,503 Ratings & 6,362 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,256 GB ROM,"A18 Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6
59,"Apple iPhone 17 (Sage, 256 GB)","₹82,900","3,160 Ratings & 196 Reviews",No Offer,48MP + 48MP | 18MP Front Camera,256 GB ROM,"A19 Chip, 6 Core Processor Processor",16.0 cm (6.3 inch) Super Retina XDR Display,4.7
60,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
61,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
62,"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹10,999₹12,49912% off","1,18,358 Ratings & 7,304 Reviews",12% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2
63,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)","₹12,999₹13,9997% off","10,545 Ratings & 432 Reviews",7% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4
64,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
65,Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,199₹1,59925% off","93,436 Ratings & 6,023 Reviews",25% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,3.7
66,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
67,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
68,"Ai+ Nova 5G (Sparkle Red, 128 GB)","₹8,499₹10,99922% off","19,729 Ratings & 1,327 Reviews",22% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1
69,Nokia 105,"₹1,009₹1,24919% off","16,854 Ratings & 945 Reviews",19% off,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Battery,4.5 cm (1.77 inch) Display,3.8
70,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
71,"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹13,999₹17,49920% off","10,062 Ratings & 580 Reviews",20% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.2
72,HOTLINE Amaze H312,₹489₹99951% off,"2,081 Ratings & 120 Reviews",51% off,2MP Rear Camera,32 MB RAM | 64 MB ROM,1050 mAh Battery,4.57 cm (1.8 inch) Display,3.5
73,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)","₹17,999₹19,99910% off","25,749 Ratings & 1,674 Reviews",10% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6720 mAh Battery,17.02 cm (6.7 inch) Super HD Display,4.3
74,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
75,"Ai+ Nova 5G (Purple, 128 GB)","₹8,499₹10,99922% off","19,729 Ratings & 1,327 Reviews",22% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1
76,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
77,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
78,"REDMI A4 (Sparkle Purple, 128 GB)","₹10,199₹12,99921% off","1,621 Ratings & 60 Reviews",21% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2
79,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)","₹12,999₹14,99913% off","55,129 Ratings & 1,712 Reviews",13% off,50MP + 2MP | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4
80,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
81,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
82,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹12,048₹14,99919% off","5,939 Ratings & 232 Reviews",19% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
83,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 128 GB)","₹18,999₹20,9999% off","80,572 Ratings & 4,043 Reviews",9% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4
84,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
85,"CMF by Nothing Phone 2 Pro (Light Green, 256 GB)","₹19,499₹24,99922% off","66,367 Ratings & 4,576 Reviews",22% off,50MP + 50MP + 8MP | 16MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.2 cm (6.77 inch) Display,4.4
86,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
87,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
88,"POCO M7 Pro 5G (Olive Twilight, 128 GB)","₹13,499₹18,99928% off","35,203 Ratings & 2,548 Reviews",28% off,50MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3
89,"CMF by Nothing Phone 2 Pro (White, 128 GB)","₹17,499₹22,99923% off","66,367 Ratings & 4,576 Reviews",23% off,50MP + 50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.2 cm (6.77 inch) Display,4.4
90,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
91,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
92,"MOTOROLA g35 5G (Leaf Green, 128 GB)","₹12,999₹15,49916% off","6,274 Ratings & 294 Reviews",16% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.3
93,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹24,999₹27,99910% off","45,576 Ratings & 2,370 Reviews",10% off,50MP + 13MP | 32MP Front Camera,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
94,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
