,Product Name,Sale & Actual Price,Raview & Rattings,Offer,Camera,Memory,Battery,Display,Ratting Number
456,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
457,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
458,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 256 GB)","₹55,999₹79,99930% off","49,320 Ratings & 2,723 Reviews",30% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
459,"REDMI 14C 5G (Stargaze Black, 64 GB)","₹9,250₹12,99928% off","8,686 Ratings & 432 Reviews",28% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2
460,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
461,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
462,MOTOROLA Moto A200,"₹1,149₹1,54925% off",668 Ratings & 67 Reviews,25% off,0MP | 0MP Front Camera,56 MB RAM | 36 MB ROM | Expandable Upto 64 GB,800 mAh Battery,4.5 cm (1.77 inch) HVGA Display,4
463,"realme P4x 5G (Elegant Pink, 256 GB)","₹19,499₹20,9997% off","1,003 Ratings & 115 Reviews",7% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.3
464,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
465,"OnePlus 13s 5G (Black Velvet, 512 GB)","₹57,898₹62,9998% off","1,306 Ratings & 101 Reviews",8% off,50MP Rear Camera,12 GB RAM | 512 GB ROM,5850 mAh Battery,16.05 cm (6.32 inch) Display,4.6
466,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
467,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
468,"POCO X7 5G (Glacier Green, 128 GB)","₹16,999₹24,99932% off","28,373 Ratings & 2,143 Reviews",32% off,50MP + 8MP + 2MP | 20MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.3
469,"realme 14 Pro+ 5G (Pearl White, 512 GB)","₹30,999₹39,99922% off","8,732 Ratings & 952 Reviews",22% off,50MP + 50MP + 8MP | 32MP Front Camera,12 GB RAM | 512 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
470,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
471,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
472,"realme P4 5G (Forge Red, 256 GB)","₹20,999₹23,99912% off","13,016 Ratings & 894 Reviews",12% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,17.2 cm (6.77 inch) Display,4.4
473,HOTLINE H23,₹599₹99940% off,13 Ratings & 3 Reviews,40% off,0.3MP + 0.3MP,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.57 cm (1.8 inch) NA Display,3.7
474,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
475,"Samsung M05 (Mint Green, 64 GB)","₹8,290₹9,99917% off","4,076 Ratings & 165 Reviews",17% off,50MP Rear Camera,4 GB RAM | 64 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.3
476,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
477,"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹13,999₹17,49920% off","10,062 Ratings & 580 Reviews",20% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.2
478,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio","₹1,142₹1,39918% off","80,074 Ratings & 4,898 Reviews",18% off,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Lithium Ion Battery,4.5 cm (1.77 inch) QVGA Display,4
479,"POCO F7 5G (Phantom Black, 512 GB)","₹33,999₹37,99910% off","19,448 Ratings & 1,884 Reviews",10% off,50MP Rear Camera | 20MP Front Camera,12 GB RAM | 512 GB ROM,7550 mAh Li-Polymer + Silicon Carbon Battery,17.35 cm (6.83 inch) Display,4.4
480,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
481,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
482,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)","₹13,499₹14,99910% off","16,209 Ratings & 1,437 Reviews",10% off,50MP + AI Lens | 8MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
483,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Sunset Spice Pink, 128 GB)","₹13,499₹14,99910% off","16,209 Ratings & 1,437 Reviews",10% off,50MP + AI Lens | 8MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
484,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
485,"realme P4x 5G (Matte Silver, 128 GB)","₹17,499₹18,9997% off","1,003 Ratings & 115 Reviews",7% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.3
486,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
487,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
488,"realme P4 5G (Steel Grey, 128 GB)","₹18,999₹21,99913% off","13,016 Ratings & 894 Reviews",13% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.2 cm (6.77 inch) Display,4.4
489,"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹34,999₹37,9997% off","8,732 Ratings & 952 Reviews",7% off,50MP + 50MP + 8MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
490,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
491,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
492,LAVA Gem 2025,"₹1,752₹2,09916% off","4,227 Ratings & 269 Reviews",16% off,0.3MP + 0MP | 0MP Front Camera,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,2575 mAh Battery,7.11 cm (2.8 inch) HVGA Display,4.1
493,"Samsung Galaxy A17 5G (Black, 128 GB)","₹18,990₹20,9999% off",264 Ratings & 13 Reviews,9% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
494,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
495,Kechaoda K115,"₹999₹1,49933% off","43,217 Ratings & 2,707 Reviews",33% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,850 mAh Battery,3.66 cm (1.44 inch) NA Display,4.1
496,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
497,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
498,"Samsung Galaxy A06 5G (Black, 128 GB)","₹10,745₹15,49930% off","2,531 Ratings & 150 Reviews",30% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Li-ion Battery,17.02 cm (6.7 inch) HD+ Display,4.1
499,"IQOO Z10R 5G (Aquamarine, 128 GB)","₹20,650₹23,49912% off","3,258 Ratings & 177 Reviews",12% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4
500,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
501,"Samsung Galaxy F16 5G (Bling Black, 128 GB)","₹13,999₹17,49920% off","10,062 Ratings & 580 Reviews",20% off,50MP + 5MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.2
502,"realme 15T 5G (Suit Titanium, 128 GB)","₹22,999","5,539 Ratings & 366 Reviews",No Offer,50MP + 2MP | 50MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD Display,4.3
503,"Samsung Galaxy S25 Plus 5G (Silver Shadow, 256 GB)","₹75,999₹99,99924% off",290 Ratings & 42 Reviews,24% off,50MP + 10MP + 12MP | 12MP Front Camera,12 GB RAM | 256 GB ROM,4900 mAh Battery,17.02 cm (6.7 inch) Quad HD+ Display,4.7
504,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
505,"OnePlus Nord CE4 lite 5G (MEGA BLUE, 128 GB)","₹19,899₹20,9995% off","36,235 Ratings & 1,678 Reviews",5% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4
506,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
507,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
508,"Tecno Pova 7 5G (Geek Black, 256 GB)","₹15,999₹19,99920% off","8,526 Ratings & 653 Reviews",20% off,50MP + AI | 13MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4
509,"Tecno Pova 7 5G (Oasis Green, 128 GB)","₹14,249₹18,99925% off","8,526 Ratings & 653 Reviews",25% off,50MP + AI | 13MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4
510,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
511,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
512,itel it5330 | 2.8 inch Big Display | 1900 mAh Battery | Kingvoice,"₹1,799","25,287 Ratings & 1,470 Reviews",No Offer,0.8MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1900 mAh Battery,7.11 cm (2.8 inch) Quarter QVGA Display,4.1
513,"Samsung M36 5G (Orange Haze / Orange, 128 GB)","₹14,292₹22,99937% off","1,691 Ratings & 92 Reviews",37% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.3
514,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
515,"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹13,740₹19,99931% off","14,577 Ratings & 767 Reviews",31% off,108MP Rear Camera,8 GB RAM | 128 GB ROM,5030 mAh Battery,17.25 cm (6.79 inch) Display,4.2
516,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
517,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
518,"Motorola g45 5G (Pink Lavender, 128 GB)","₹11,999₹14,99920% off","2,50,344 Ratings & 12,383 Reviews",20% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.51 cm (6.5 inch) HD+ Display,4.3
519,"realme 14 Pro+ 5G (Emerald Drift, 256 GB)","₹24,999₹35,99930% off","17,714 Ratings & 2,056 Reviews",30% off,50MP + 50MP + 8MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
520,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)","₹12,499₹15,49919% off","19,738 Ratings & 1,244 Reviews",19% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
521,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
522,"Samsung Galaxy A17 5G (Blue, 128 GB)","₹18,649₹23,49920% off",327 Ratings & 13 Reviews,20% off,50MP + 5MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
523,"OPPO F29 Pro 5G (Granite Black, 256 GB)","₹23,999₹34,99931% off","1,869 Ratings & 128 Reviews",31% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.4
524,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
525,"Xiaomi 14 CIVI (Hot Pink, 512 GB)","₹36,999₹59,99938% off","1,186 Ratings & 107 Reviews",38% off,50MP Rear Camera | 32MP + 32MP Dual Front Camera,12 GB RAM | 512 GB ROM,4700 mAh Battery,16.64 cm (6.55 inch) Display,4.3
526,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
527,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499₹24,49912% off","4,356 Ratings & 295 Reviews",12% off,50MP + 8MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
528,"LAVA Bold N1 5G (Champagne Gold, 64 GB)","₹8,799₹9,99912% off",55 Ratings & 1 Reviews,12% off,13MP Rear Camera,4 GB RAM | 64 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.1
529,"Samsung Galaxy A17 5G (Gray, 128 GB)","₹19,999₹23,49914% off",327 Ratings & 13 Reviews,14% off,50MP + 5MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
530,"Samsung Galaxy A35 5G (Awesome Lilac, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
531,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
532,hmd 110 Dual Sim Keypad Phone with Built-in Scan & Pay UPI App,"₹1,164₹1,79935% off",621 Ratings & 45 Reviews,35% off,0.2MP Rear Camera,4 MB RAM | 4 MB ROM,1000 mAh Battery,5.08 cm (2 inch) NA Display,3.9
533,"Tecno Spark Go 2 (Ink Black, 64 GB)","₹6,699₹8,49921% off",157 Ratings & 7 Reviews,21% off,13MP Rear Camera,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium Polymer Battery,16.94 cm (6.67 inch) Display,4.5
534,Jio F320B,"₹2,472₹2,99917% off","5,825 Ratings & 337 Reviews",17% off,0.5MP Rear Camera,512 MB RAM | 4 GB ROM,2000 mAh Battery,6.1 cm (2.4 inch) Display,3.7
535,"Tecno Spark Go 2 (Veil White, 64 GB)","₹6,699₹8,49921% off",157 Ratings & 7 Reviews,21% off,13MP Rear Camera,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium Polymer Battery,16.94 cm (6.67 inch) Display,4.5
536,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)","₹18,999₹33,99944% off","67,499 Ratings & 3,897 Reviews",44% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
537,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)","₹10,999₹13,99921% off","38,301 Ratings & 2,253 Reviews",21% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
538,"POCO F6 5G (Titanium, 256 GB)","₹23,999₹33,99929% off","14,422 Ratings & 1,262 Reviews",29% off,50MP (OIS) + 8MP | 20MP Front Camera,8 GB RAM | 256 GB ROM,5000 mAh Battery,16.94 cm (6.67 inch) Display,4.3
539,"POCO X7 Pro 5G (Nebula Green, 256 GB)","₹23,999₹33,99929% off","8,076 Ratings & 796 Reviews",29% off,50MP + 8MP | 20MP Front Camera,12 GB RAM | 256 GB ROM,6550 mAh Battery,16.94 cm (6.67 inch) Display,4.4
540,"Samsung Galaxy S24 5G Snapdragon (Marble Gray, 128 GB)","₹49,999₹74,99933% off","49,320 Ratings & 2,723 Reviews",33% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6
541,"Google Pixel 9A (Porcelain, 256 GB)","₹39,999₹49,99920% off","4,921 Ratings & 336 Reviews",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5
542,"OPPO F29 Pro 5G (Marble White, 128 GB)","₹20,490₹32,99937% off","1,869 Ratings & 128 Reviews",37% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.4
543,"REDMI A5 (Jaisalmer Gold, 64 GB)","₹6,999₹8,99922% off","6,630 Ratings & 311 Reviews",22% off,32MP Rear Camera | 8MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1
544,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹9,999₹12,49920% off","38,301 Ratings & 2,253 Reviews",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2
545,"REDMI A5 (Just Black, 64 GB)","₹6,999₹8,99922% off","6,630 Ratings & 311 Reviews",22% off,32MP Rear Camera | 8MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1
546,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹12,499₹15,99921% off","4,219 Ratings & 253 Reviews",21% off,50MP + 5MP + 2MP | 13MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,16.91 cm (6.657 inch) Full HD+ Display,4.1
547,"Samsung Galaxy F36 5G (Red, 128 GB)","₹19,999₹22,99913% off","8,763 Ratings & 500 Reviews",13% off,50MP + 8MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.3
548,"Samsung Galaxy M17 5G (Moonlight Silver, 128 GB)","₹13,689₹16,49917% off",94 Ratings & 7 Reviews,17% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.3
549,Kechaoda A27,"₹899₹1,49940% off","15,999 Ratings & 867 Reviews",40% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) QVGA Display,4
550,"Samsung Galaxy Z Fold7 5G (Blue Shadow, 256 GB)","₹1,74,999",154 Ratings & 2 Reviews,No Offer,200MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Battery,20.32 cm (8 inch) QXGA+ Display,4.6
551,"Samsung Galaxy F36 5G (Black, 128 GB)","₹21,499₹24,49912% off","4,356 Ratings & 295 Reviews",12% off,50MP + 8MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
552,"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹34,999₹37,9997% off","8,732 Ratings & 952 Reviews",7% off,50MP + 50MP + 8MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
553,"Samsung Galaxy S24 FE 5G (Graphite, 256 GB)","₹36,999₹65,99943% off","73,154 Ratings & 4,654 Reviews",43% off,50MP + 12MP + 8MP | 10MP Front Camera,8 GB RAM | 256 GB ROM,4700 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.5
